FECHA DE INGRESO,FECHA ULTIMO REGISTRO,Estatus,Días Laborados,FECHA DE NACIMIENTO,No de Crédito Infonavit,PUESTO,AREA,TURNO,MUNICIPIO,SALARIO MENSUAL,ESCOLARIDAD,GENERO,Tipo de renuncia
2023-03-13,2024-04-30,activo,414,2006-03-01 00:00:00,NO,MONTACARGUISTA,ALMACEN,C,TALA,11250.0,PREPARATORIA,MASCULINO,ACTIVO
2023-12-06,2024-04-30,activo,146,1960-10-25 00:00:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7500.0,SECUNDARIA,FEMENINO,ACTIVO
2023-12-20,2024-04-30,activo,132,1969-12-28 00:00:00,SI,OP PRODUCCION,PRODUCCION,A,TALA,7500.0,SECUNDARIA,FEMENINO,ACTIVO
2022-12-01,2024-04-30,activo,516,1974-12-13 00:00:00,NO,MONTACARGUISTA,ALMACEN,A,TALA,11250.0,SECUNDARIA,MASCULINO,ACTIVO
2024-01-15,2024-04-30,activo,106,1977-12-16 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7400.0,SECUNDARIA,MASCULINO,ACTIVO
2022-10-31,2024-04-30,activo,547,1982-04-07 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,6600.0,SECUNDARIA,MASCULINO,ACTIVO
2023-01-30,2024-04-30,activo,456,1982-12-29 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PRIMARIA,MASCULINO,ACTIVO
2024-01-15,2024-04-30,activo,106,1985-01-20 00:00:00,NO,OP PRENSA,PRENSA,B,TALA,7500.0,SECUNDARIA,FEMENINO,ACTIVO
2024-01-29,2024-04-30,activo,92,1985-02-13 00:00:00,SI,AUXILIAR ALMACEN,ALMACEN,B,TALA,8100.0,INGENIERO,MASCULINO,ACTIVO
2022-12-26,2024-04-30,activo,491,1986-09-20 00:00:00,SI,INSP CALIDAD,CALIDAD,C,TALA,8100.0,PREPARATORIA,FEMENINO,ACTIVO
2024-01-15,2024-04-30,activo,106,1987-05-28 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7400.0,SECUNDARIA,FEMENINO,ACTIVO
2024-01-29,2024-04-30,activo,92,1992-03-31 00:00:00,NO,OP PRENSA,PRENSA,B,TALA,7400.0,PREPARATORIA,MASCULINO,ACTIVO
2022-09-05,2024-04-30,activo,603,1994-02-28 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PRIMARIA,FEMENINO,ACTIVO
2024-01-22,2024-04-30,activo,99,1995-01-29 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PRIMARIA,FEMENINO,ACTIVO
2024-01-22,2024-04-30,activo,99,1995-02-28 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,MASCULINO,ACTIVO
2023-10-23,2024-04-30,activo,190,1996-09-08 00:00:00,SI,INSP CALIDAD,CALIDAD,A,TALA,8100.0,PREPARATORIA,FEMENINO,ACTIVO
2024-02-06,2024-04-30,activo,84,1997-02-24 00:00:00,NO,INSP CALIDAD,CALIDAD,B,TALA,9060.0,SECUNDARIA,FEMENINO,ACTIVO
2022-12-01,2024-04-30,activo,516,1998-09-10 00:00:00,SI,MONTACARGUISTA,ALMACEN,B,TALA,11250.0,SECUNDARIA,MASCULINO,ACTIVO
2022-09-26,2024-04-30,activo,582,1999-02-24 00:00:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,6600.0,SECUNDARIA,MASCULINO,ACTIVO
2024-01-22,2024-04-30,activo,99,2000-09-15 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,8100.0,PRIMARIA,FEMENINO,ACTIVO
2024-01-08,2024-04-30,activo,113,2001-06-10 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,8100.0,PREPARATORIA,FEMENINO,ACTIVO
2024-01-15,2024-04-30,activo,106,2002-03-14 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,8100.0,CURSANDO_LICENCIATURA,FEMENINO,ACTIVO
2023-03-06,2024-04-30,activo,421,2004-02-12 00:00:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7500.0,PREPARATORIA,FEMENINO,ACTIVO
2024-01-22,2024-04-30,activo,99,2004-08-12 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,8100.0,SECUNDARIA,FEMENINO,ACTIVO
2023-10-02,2024-04-30,activo,211,2005-07-30 00:00:00,NO,OP PRENSA,PRENSA,B,TALA,7950.0,PRIMARIA,MASCULINO,ACTIVO
2024-02-06,2024-04-30,activo,84,2005-10-19 00:00:00,NO,OP PRENSA,PRENSA,B,TALA,9000.0,SECUNDARIA,MASCULINO,ACTIVO
2022-02-21,2024-04-30,activo,799,1995-12-12 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,ZAPOPAN,6000.0,PREPARATORIA,MASCULINO,ACTIVO
2023-07-10,2024-04-30,activo,295,1995-12-22 00:00:00,SI,MECANICO,MANTENIMIENTO,ROLA,ZAPOPAN,14400.0,PREPARATORIA_TRUNCA,MASCULINO,ACTIVO
2021-12-13,2024-04-30,activo,869,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,ACTIVO
2022-09-26,2024-04-30,activo,582,1991-01-23 06:10:00,SI,OP PRODUCCION,PRODUCCION,A,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,ACTIVO
2022-03-23,2024-04-30,activo,769,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,ACTIVO
